field,category,platform,type,channel,provider,data_needed,enrichment,enrichment requirements
PrivilegeList,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0066_4704_user_right_was_assigned,,
EventID,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0063_4697_service_was_installed_in_the_system,,
Computer,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0063_4697_service_was_installed_in_the_system,,
Hostname,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0063_4697_service_was_installed_in_the_system,,
SubjectUserSid,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0063_4697_service_was_installed_in_the_system,,
SubjectUserName,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0063_4697_service_was_installed_in_the_system,,
SubjectDomainName,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0063_4697_service_was_installed_in_the_system,,
SubjectLogonId,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0063_4697_service_was_installed_in_the_system,,
ServiceName,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0063_4697_service_was_installed_in_the_system,,
ServiceFileName,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0063_4697_service_was_installed_in_the_system,,
ServiceType,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0063_4697_service_was_installed_in_the_system,,
ServiceStartType,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0063_4697_service_was_installed_in_the_system,,
ServiceAccount,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0063_4697_service_was_installed_in_the_system,,
EventID,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0072_4755_security_enabled_universal_group_was_changed,,
ComputerName,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0072_4755_security_enabled_universal_group_was_changed,,
Computer,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0072_4755_security_enabled_universal_group_was_changed,,
Hostname,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0072_4755_security_enabled_universal_group_was_changed,,
TargetUserName,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0072_4755_security_enabled_universal_group_was_changed,,
TargetDomainName,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0072_4755_security_enabled_universal_group_was_changed,,
TargetSid,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0072_4755_security_enabled_universal_group_was_changed,,
SubjectUserSid,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0072_4755_security_enabled_universal_group_was_changed,,
SubjectUserName,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0072_4755_security_enabled_universal_group_was_changed,,
SubjectDomainName,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0072_4755_security_enabled_universal_group_was_changed,,
SubjectLogonId,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0072_4755_security_enabled_universal_group_was_changed,,
PrivilegeList,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0072_4755_security_enabled_universal_group_was_changed,,
SamAccountName,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0072_4755_security_enabled_universal_group_was_changed,,
SidHistory,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0072_4755_security_enabled_universal_group_was_changed,,
EventID,OS Logs,Windows,Applications and Services Logs,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,DN_0024_21_windows_sysmon_WmiEvent,,
Computer,OS Logs,Windows,Applications and Services Logs,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,DN_0024_21_windows_sysmon_WmiEvent,,
Hostname,OS Logs,Windows,Applications and Services Logs,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,DN_0024_21_windows_sysmon_WmiEvent,,
UtcTime,OS Logs,Windows,Applications and Services Logs,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,DN_0024_21_windows_sysmon_WmiEvent,,
EventType,OS Logs,Windows,Applications and Services Logs,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,DN_0024_21_windows_sysmon_WmiEvent,,
Operation,OS Logs,Windows,Applications and Services Logs,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,DN_0024_21_windows_sysmon_WmiEvent,,
User,OS Logs,Windows,Applications and Services Logs,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,DN_0024_21_windows_sysmon_WmiEvent,,
Consumer,OS Logs,Windows,Applications and Services Logs,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,DN_0024_21_windows_sysmon_WmiEvent,,
RuleName,OS Logs,Windows,Applications and Services Logs,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,DN_0024_21_windows_sysmon_WmiEvent,,
Filter,OS Logs,Windows,Applications and Services Logs,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,DN_0024_21_windows_sysmon_WmiEvent,,
Hostname,OS Logs,Linux,vsftpd.log,vsftpd.log,vsftpd,DN_0098_linux_vsftpd_log,,
Daemon,OS Logs,Linux,vsftpd.log,vsftpd.log,vsftpd,DN_0098_linux_vsftpd_log,,
Program,OS Logs,Linux,vsftpd.log,vsftpd.log,vsftpd,DN_0098_linux_vsftpd_log,,
ClientIP,OS Logs,Linux,vsftpd.log,vsftpd.log,vsftpd,DN_0098_linux_vsftpd_log,,
PID,OS Logs,Linux,vsftpd.log,vsftpd.log,vsftpd,DN_0098_linux_vsftpd_log,,
Message,OS Logs,Linux,vsftpd.log,vsftpd.log,vsftpd,DN_0098_linux_vsftpd_log,,
EventID,OS Logs,Windows,Applications and Services Logs,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,DN_0008_4_windows_sysmon_sysmon_service_state_changed,,
Computer,OS Logs,Windows,Applications and Services Logs,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,DN_0008_4_windows_sysmon_sysmon_service_state_changed,,
Hostname,OS Logs,Windows,Applications and Services Logs,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,DN_0008_4_windows_sysmon_sysmon_service_state_changed,,
UtcTime,OS Logs,Windows,Applications and Services Logs,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,DN_0008_4_windows_sysmon_sysmon_service_state_changed,,
State,OS Logs,Windows,Applications and Services Logs,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,DN_0008_4_windows_sysmon_sysmon_service_state_changed,,
EventID,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0033_5140_network_share_object_was_accessed,,
Computer,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0033_5140_network_share_object_was_accessed,,
Hostname,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0033_5140_network_share_object_was_accessed,,
SubjectUserSid,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0033_5140_network_share_object_was_accessed,,
SubjectUserName,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0033_5140_network_share_object_was_accessed,,
SubjectDomainName,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0033_5140_network_share_object_was_accessed,,
SubjectLogonId,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0033_5140_network_share_object_was_accessed,,
ObjectType,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0033_5140_network_share_object_was_accessed,,
IpAddress,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0033_5140_network_share_object_was_accessed,,
IpPort,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0033_5140_network_share_object_was_accessed,,
ShareName,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0033_5140_network_share_object_was_accessed,,
ShareLocalPath,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0033_5140_network_share_object_was_accessed,,
AccessMask,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0033_5140_network_share_object_was_accessed,,
AccessList,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0033_5140_network_share_object_was_accessed,,
EventID,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0065_4701_scheduled_task_was_disabled,,
Computer,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0065_4701_scheduled_task_was_disabled,,
Hostname,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0065_4701_scheduled_task_was_disabled,,
SubjectUserSid,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0065_4701_scheduled_task_was_disabled,,
SubjectUserName,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0065_4701_scheduled_task_was_disabled,,
SubjectDomainName,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0065_4701_scheduled_task_was_disabled,,
SubjectLogonId,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0065_4701_scheduled_task_was_disabled,,
TaskName,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0065_4701_scheduled_task_was_disabled,,
TaskContent,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0065_4701_scheduled_task_was_disabled,,
EventID,OS Logs,Windows,Applications and Services Logs,Windows PowerShell,PowerShell,DN_0038_400_engine_state_is_changed_from_none_to_available,,
Computer,OS Logs,Windows,Applications and Services Logs,Windows PowerShell,PowerShell,DN_0038_400_engine_state_is_changed_from_none_to_available,,
Hostname,OS Logs,Windows,Applications and Services Logs,Windows PowerShell,PowerShell,DN_0038_400_engine_state_is_changed_from_none_to_available,,
EventID,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0073_4756_member_was_added_to_a_security_enabled_universal_group,,
ComputerName,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0073_4756_member_was_added_to_a_security_enabled_universal_group,,
Computer,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0073_4756_member_was_added_to_a_security_enabled_universal_group,,
Hostname,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0073_4756_member_was_added_to_a_security_enabled_universal_group,,
MemberName,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0073_4756_member_was_added_to_a_security_enabled_universal_group,,
MemberSid,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0073_4756_member_was_added_to_a_security_enabled_universal_group,,
TargetUserName,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0073_4756_member_was_added_to_a_security_enabled_universal_group,,
TargetDomainName,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0073_4756_member_was_added_to_a_security_enabled_universal_group,,
TargetSid,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0073_4756_member_was_added_to_a_security_enabled_universal_group,,
SubjectUserSid,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0073_4756_member_was_added_to_a_security_enabled_universal_group,,
SubjectUserName,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0073_4756_member_was_added_to_a_security_enabled_universal_group,,
SubjectDomainName,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0073_4756_member_was_added_to_a_security_enabled_universal_group,,
SubjectLogonId,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0073_4756_member_was_added_to_a_security_enabled_universal_group,,
PrivilegeList,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0073_4756_member_was_added_to_a_security_enabled_universal_group,,
EventID,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0076_4768_kerberos_authentication_ticket_was_requested,,
Computer,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0076_4768_kerberos_authentication_ticket_was_requested,,
Hostname,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0076_4768_kerberos_authentication_ticket_was_requested,,
TargetUserName,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0076_4768_kerberos_authentication_ticket_was_requested,,
TargetDomainName,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0076_4768_kerberos_authentication_ticket_was_requested,,
TargetSid,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0076_4768_kerberos_authentication_ticket_was_requested,,
ServiceName,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0076_4768_kerberos_authentication_ticket_was_requested,,
ServiceSid,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0076_4768_kerberos_authentication_ticket_was_requested,,
TicketOptions,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0076_4768_kerberos_authentication_ticket_was_requested,,
Status,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0076_4768_kerberos_authentication_ticket_was_requested,,
TicketEncryptionType,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0076_4768_kerberos_authentication_ticket_was_requested,,
PreAuthType,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0076_4768_kerberos_authentication_ticket_was_requested,,
IpAddress,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0076_4768_kerberos_authentication_ticket_was_requested,,
IpPort,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0076_4768_kerberos_authentication_ticket_was_requested,,
CertIssuerName,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0076_4768_kerberos_authentication_ticket_was_requested,,
CertSerialNumber,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0076_4768_kerberos_authentication_ticket_was_requested,,
CertThumbprint,OS Logs,Windows,Windows Log,Security,Microsoft-Windows-Security-Auditing,DN_0076_4768_kerberos_authentication_ticket_was_requested,,
EventID,OS Logs,Windows,Applications and Services Logs,Microsoft-Windows-Windows Defender/Operational,Microsoft-Windows-Windows Defender,DN_0051_1121_attack_surface_reduction_blocking_mode_event,,
ComputerName,OS Logs,Windows,Applications and Services Logs,Microsoft-Windows-Windows Defender/Operational,Microsoft-Windows-Windows Defender,DN_0051_1121_attack_surface_reduction_blocking_mode_event,,
Computer,OS Logs,Windows,Applications and Services Logs,Microsoft-Windows-Windows Defender/Operational,Microsoft-Windows-Windows Defender,DN_0051_1121_attack_surface_reduction_blocking_mode_event,,
Hostname,OS Logs,Windows,Applications and Services Logs,Microsoft-Windows-Windows Defender/Operational,Microsoft-Windows-Windows Defender,DN_0051_1121_attack_surface_reduction_blocking_mode_event,,
ProductName,OS Logs,Windows,Applications and Services Logs,Microsoft-Windows-Windows Defender/Operational,Microsoft-Windows-Windows Defender,DN_0051_1121_attack_surface_reduction_blocking_mode_event,,
ProductVersion,OS Logs,Windows,Applications and Services Logs,Microsoft-Windows-Windows Defender/Operational,Microsoft-Windows-Windows Defender,DN_0051_1121_attack_surface_reduction_blocking_mode_event,,
Unused,OS Logs,Windows,Applications and Services Logs,Microsoft-Windows-Windows Defender/Operational,Microsoft-Windows-Windows Defender,DN_0051_1121_attack_surface_reduction_blocking_mode_event,,
RuleID,OS Logs,Windows,Applications and Services Logs,Microsoft-Windows-Windows Defender/Operational,Microsoft-Windows-Windows Defender,DN_0051_1121_attack_surface_reduction_blocking_mode_event,,
ASR_RuleID,OS Logs,Windows,Applications and Services Logs,Microsoft-Windows-Windows Defender/Operational,Microsoft-Windows-Windows Defender,DN_0051_1121_attack_surface_reduction_blocking_mode_event,,
DetectionTime,OS Logs,Windows,Applications and Services Logs,Microsoft-Windows-Windows Defender/Operational,Microsoft-Windows-Windows Defender,DN_0051_1121_attack_surface_reduction_blocking_mode_event,,
User,OS Logs,Windows,Applications and Services Logs,Microsoft-Windows-Windows Defender/Operational,Microsoft-Windows-Windows Defender,DN_0051_1121_attack_surface_reduction_blocking_mode_event,,
Path,OS Logs,Windows,Applications and Services Logs,Microsoft-Windows-Windows Defender/Operational,Microsoft-Windows-Windows Defender,DN_0051_1121_attack_surface_reduction_blocking_mode_event,,
ProcessName,OS Logs,Windows,Applications and Services Logs,Microsoft-Windows-Windows Defender/Operational,Microsoft-Windows-Windows Defender,DN_0051_1121_attack_surface_reduction_blocking_mode_event,,
SecurityintelligenceVersion,OS Logs,Windows,Applications and Services Logs,Microsoft-Windows-Windows Defender/Operational,Microsoft-Windows-Windows Defender,DN_0051_1121_attack_surface_reduction_blocking_mode_event,,
EngineVersion,OS Logs,Windows,Applications and Services Logs,Microsoft-Windows-Windows Defender/Operational,Microsoft-Windows-Windows Defender,DN_0051_1121_attack_surface_reduction_blocking_mode_event,,
EventID,OS Logs,Windows,Applications and Services Logs,Microsoft-Windows-DriverFrameworks-UserMode/Operational,Microsoft-Windows-DriverFrameworks-UserMode,DN_0053_2100_pnp_or_power_operation_for_usb_device,,
ComputerName,OS Logs,Windows,Applications and Services Logs,Microsoft-Windows-DriverFrameworks-UserMode/Operational,Microsoft-Windows-DriverFrameworks-UserMode,DN_0053_2100_pnp_or_power_operation_for_usb_device,,
